"Forca Peda";"Velocidade";"Decel";"Curso Peda";"Press Tras";"Press Dian";"Ambient";"LD Sec";"LD Prim";"LE Sec";"";"LE Prim";"LD Pastilh";"LE Pastilh";"LD Disco";"LE Disco"
"daN";"km/h";"a%";"mm";"bar";"bar";"U_C";"C";"C";"C";"C";"C";"C";"C";"C";"C"
"-1,954";"24,621";"-14,753";"-0,489";"-0,098";"-0,098";"27,504";"32,731";"32,731";"31,754";"";"31,265";"35,662";"29,800";"32,731";"31,754"
"-1,954";"25,061";"-15,730";"-0,489";"-0,098";"-0,098";"27,504";"32,731";"32,731";"31,265";"";"30,777";"35,173";"29,800";"32,731";"31,754"
"-1,954";"25,794";"-15,633";"-0,733";"-0,098";"0,000";"27,455";"32,731";"33,219";"31,754";"";"30,777";"35,173";"29,800";"32,731";"32,242"
"-1,954";"26,380";"-15,437";"-0,733";"-0,098";"0,000";"27,455";"32,242";"33,219";"31,754";"";"31,265";"35,173";"29,311";"32,242";"31,265"
"-1,954";"27,113";"-16,512";"-0,489";"-0,098";"0,000";"27,455";"32,731";"33,219";"31,265";"";"31,265";"35,173";"30,288";"31,265";"31,754"
"-1,954";"27,699";"-15,340";"-0,733";"-0,098";"0,000";"27,455";"33,219";"32,731";"30,777";"";"30,777";"38,593";"30,288";"32,731";"32,242"
"-1,954";"28,139";"-13,385";"-0,733";"-0,098";"0,000";"27,455";"32,731";"33,219";"31,754";"";"30,777";"35,173";"30,288";"32,242";"32,242"
"-1,954";"28,285";"-15,046";"-0,489";"-0,098";"-0,098";"27,455";"32,731";"32,731";"31,754";"";"30,777";"35,173";"29,800";"32,242";"31,754"
"-2,931";"28,725";"-17,000";"-0,733";"-0,098";"-0,098";"27,406";"32,731";"32,731";"31,754";"";"30,777";"35,173";"30,288";"32,731";"32,242"
"-1,954";"29,604";"-17,098";"-0,733";"-0,098";"-0,098";"27,455";"32,731";"33,708";"31,754";"";"30,777";"35,173";"29,800";"32,731";"32,242"
"-1,954";"30,337";"-15,828";"-0,489";"-0,098";"-0,098";"27,455";"31,754";"33,219";"31,754";"";"30,288";"34,685";"29,800";"32,242";"31,265"
"-1,954";"30,923";"-16,610";"-0,733";"0,000";"-0,098";"27,455";"32,731";"32,731";"31,265";"";"31,265";"35,173";"30,288";"32,731";"31,754"
"-1,954";"31,656";"-17,294";"-0,733";"-0,098";"0,000";"27,455";"33,219";"32,731";"31,265";"";"30,777";"36,639";"30,288";"32,731";"32,242"
"-2,931";"32,389";"-14,265";"-0,733";"-0,098";"-0,098";"27,406";"32,731";"33,219";"31,265";"";"30,288";"34,685";"29,800";"32,242";"32,242"
"-1,954";"32,682";"-12,115";"-0,489";"-0,098";"0,000";"27,406";"32,731";"32,731";"31,265";"";"30,777";"35,173";"29,800";"32,242";"31,754"
"-1,954";"32,975";"-12,506";"-0,489";"-0,098";"0,000";"27,406";"32,731";"32,731";"31,265";"";"30,777";"35,173";"30,288";"32,731";"32,731"
"-1,954";"33,561";"-10,357";"-0,489";"-0,195";"0,000";"27,406";"32,731";"33,219";"30,288";"";"30,777";"35,173";"29,800";"32,731";"31,754"
"-1,954";"34,001";"-7,816";"-0,489";"-0,195";"-0,098";"27,406";"33,708";"33,219";"31,754";"";"30,288";"35,173";"29,800";"32,242";"31,265"
"-2,931";"34,441";"-6,448";"-0,733";"-0,098";"0,000";"27,406";"32,731";"32,731";"30,777";"";"30,777";"35,173";"30,288";"31,754";"31,265"
"-1,954";"34,880";"-4,006";"-0,489";"-0,098";"-0,098";"27,406";"33,219";"32,731";"31,265";"";"30,777";"35,662";"30,777";"32,731";"32,242"
"-1,954";"34,880";"-0,195";"-0,489";"-0,195";"-0,098";"27,406";"32,731";"33,219";"31,754";"";"30,777";"35,173";"30,288";"31,754";"31,754"
"-1,954";"35,027";"2,247";"-0,733";"-0,195";"0,000";"27,406";"32,731";"32,731";"31,754";"";"30,777";"35,662";"29,800";"32,731";"31,754"
"-1,954";"35,173";"1,661";"-0,733";"-0,098";"0,000";"27,406";"33,219";"32,731";"31,265";"";"30,777";"35,173";"30,777";"32,731";"30,777"
"-1,954";"35,320";"2,736";"-0,733";"-0,195";"-0,098";"27,406";"32,731";"33,219";"30,777";"";"30,777";"35,173";"31,754";"32,731";"32,242"
"-1,954";"35,173";"6,351";"-0,733";"-0,195";"0,000";"27,406";"32,242";"33,219";"31,754";"";"30,777";"35,173";"29,800";"32,242";"31,265"
"-1,954";"35,173";"5,569";"-0,489";"-0,098";"0,000";"27,406";"32,731";"33,219";"31,265";"";"31,265";"35,662";"30,288";"32,242";"31,754"
"-1,954";"34,880";"3,029";"-0,733";"-0,195";"0,000";"27,406";"32,731";"32,731";"30,777";"";"30,777";"35,662";"30,288";"32,731";"32,242"
"-1,954";"34,880";"1,954";"-0,733";"-0,195";"0,000";"27,406";"32,731";"32,731";"31,754";"";"30,777";"35,173";"30,288";"35,173";"32,242"
"-2,931";"34,587";"3,713";"-0,733";"-0,098";"-0,098";"27,357";"32,731";"32,242";"31,754";"";"30,777";"34,196";"30,288";"32,242";"31,754"
"-1,954";"34,734";"3,908";"-0,733";"-0,195";"0,000";"27,406";"32,731";"33,219";"31,265";"";"30,777";"35,662";"30,288";"32,731";"31,754"
"-1,954";"34,734";"2,540";"-0,489";"-0,195";"-0,098";"27,357";"32,731";"33,219";"30,288";"";"30,288";"35,173";"30,777";"32,731";"32,242"
"-1,954";"34,587";"3,224";"-0,733";"-0,195";"-0,098";"27,357";"33,708";"33,219";"31,754";"";"30,777";"35,173";"30,288";"32,242";"34,685"
"-1,954";"34,148";"5,471";"-0,733";"-0,195";"0,000";"27,357";"32,731";"33,219";"30,777";"";"30,777";"35,662";"29,311";"32,242";"31,754"
"-2,931";"34,148";"7,132";"1,954";"-0,098";"-0,098";"27,357";"32,731";"32,731";"31,265";"";"31,265";"35,173";"30,777";"32,731";"32,242"
"-1,954";"34,441";"5,960";"7,572";"-0,098";"0,098";"27,357";"32,731";"33,219";"31,754";"";"30,777";"35,173";"29,800";"32,731";"32,731"
"-1,954";"34,294";"6,155";"10,503";"0,293";"0,489";"27,357";"32,731";"32,731";"31,754";"";"31,265";"35,173";"30,288";"32,242";"31,754"
"-1,954";"33,708";"7,523";"12,702";"0,977";"0,977";"27,308";"32,731";"32,731";"31,265";"";"30,777";"35,662";"30,288";"32,242";"31,754"
"-1,954";"33,415";"8,696";"16,365";"1,954";"1,856";"27,308";"32,731";"33,219";"30,777";"";"30,288";"36,150";"30,288";"32,731";"32,242"
"-1,954";"33,415";"8,696";"18,075";"2,443";"2,443";"27,357";"33,708";"33,708";"31,754";"";"30,777";"35,662";"30,777";"32,731";"32,242"
"-1,954";"33,268";"8,891";"18,564";"2,638";"2,736";"27,308";"33,219";"33,219";"31,265";"";"31,754";"35,662";"30,777";"32,731";"32,242"
"-1,954";"32,829";"10,845";"22,228";"3,420";"3,713";"27,308";"33,219";"33,708";"31,754";"";"31,265";"36,150";"31,265";"33,219";"32,731"
"-0,977";"32,829";"10,943";"23,693";"3,615";"3,908";"27,357";"33,708";"33,708";"32,731";"";"31,265";"36,150";"30,777";"33,219";"32,731"
"-0,977";"32,535";"10,064";"24,915";"3,810";"4,104";"27,357";"33,219";"33,219";"32,242";"";"32,242";"35,662";"30,777";"33,219";"31,754"
"-1,954";"32,242";"11,334";"28,090";"4,006";"4,494";"27,308";"33,219";"33,708";"32,242";"";"31,754";"36,150";"31,265";"32,731";"32,242"
"-1,954";"31,656";"10,845";"31,754";"4,299";"4,983";"27,308";"32,242";"33,219";"30,777";"";"30,777";"35,662";"30,777";"32,731";"32,242"
"-1,954";"31,216";"11,724";"37,372";"5,667";"6,644";"27,259";"33,708";"34,196";"31,754";"";"30,777";"35,173";"30,288";"32,242";"32,242"
"-1,954";"31,070";"13,972";"41,280";"8,989";"8,696";"27,259";"32,731";"32,731";"31,265";"";"31,265";"35,662";"30,288";"32,242";"31,754"
"-1,954";"30,630";"15,730";"43,234";"10,161";"10,064";"27,259";"32,731";"32,731";"31,265";"";"31,265";"35,662";"30,777";"32,731";"31,754"
"-1,954";"30,044";"16,903";"43,723";"10,650";"10,552";"27,259";"33,708";"33,219";"31,754";"";"30,777";"35,173";"30,777";"32,731";"32,242"
"-1,954";"29,604";"17,782";"44,455";"10,747";"10,845";"27,259";"32,242";"32,731";"31,754";"";"30,777";"35,173";"30,288";"32,242";"31,754"
"-1,954";"29,311";"19,052";"44,700";"11,041";"11,431";"27,211";"32,731";"32,731";"31,265";"";"31,265";"35,662";"30,777";"32,242";"31,754"
"-1,954";"29,018";"18,466";"44,944";"11,236";"11,431";"27,211";"33,219";"33,219";"31,265";"";"30,777";"35,662";"30,777";"32,731";"32,242"
"-1,954";"28,139";"18,857";"45,188";"11,236";"11,334";"27,211";"32,731";"33,219";"32,242";"";"30,777";"35,173";"30,777";"32,731";"31,754"
"-1,954";"27,553";"19,638";"44,944";"11,138";"11,138";"27,211";"32,731";"33,219";"31,265";"";"31,265";"35,662";"30,777";"32,731";"32,242"
"-1,954";"26,966";"17,587";"41,036";"7,132";"7,132";"27,211";"33,219";"33,219";"31,754";"";"31,265";"35,662";"31,265";"33,219";"31,754"
"-1,954";"26,380";"15,437";"40,303";"6,839";"7,035";"27,162";"33,219";"33,708";"31,754";"";"30,777";"35,173";"31,265";"32,731";"32,242"
"-1,954";"25,940";"14,167";"37,860";"5,178";"5,667";"27,211";"32,731";"33,708";"32,242";"";"30,777";"35,662";"31,265";"32,731";"32,731"
"-1,954";"25,354";"14,460";"34,685";"4,104";"4,104";"27,162";"33,219";"33,219";"31,754";"";"31,754";"36,150";"31,265";"32,731";"32,242"
"-1,954";"24,915";"17,489";"34,685";"4,006";"4,201";"27,162";"33,219";"33,708";"31,754";"";"31,265";"36,150";"31,265";"33,219";"32,731"
"-1,954";"24,328";"15,828";"34,196";"4,006";"4,201";"27,162";"33,219";"33,708";"32,242";"";"31,265";"35,662";"32,731";"33,219";"32,242"
"-1,954";"24,182";"13,776";"33,219";"3,615";"3,615";"27,162";"33,219";"33,219";"32,731";"";"30,777";"36,150";"30,777";"32,731";"32,242"
"-0,977";"23,742";"14,362";"31,754";"3,029";"2,931";"27,162";"33,219";"33,219";"31,754";"";"31,754";"36,639";"31,265";"32,731";"32,242"
"-1,954";"23,156";"13,190";"29,311";"2,345";"2,443";"27,162";"33,219";"33,708";"32,242";"";"31,265";"36,150";"31,265";"33,219";"32,242"
"-1,954";"22,863";"12,799";"26,380";"1,759";"1,759";"27,113";"32,731";"33,219";"32,242";"";"31,265";"36,150";"30,777";"35,173";"32,242"
"-1,954";"22,570";"14,069";"21,739";"1,368";"1,172";"27,113";"33,708";"33,219";"31,265";"";"31,265";"35,662";"30,777";"32,731";"32,242"
"-1,954";"22,277";"12,506";"17,587";"1,075";"0,782";"27,162";"33,219";"32,731";"31,754";"";"31,265";"36,639";"31,754";"33,219";"32,242"
"-1,954";"21,983";"12,213";"1,710";"-0,098";"-0,098";"27,162";"33,219";"33,708";"32,242";"";"31,265";"36,150";"31,265";"32,731";"32,242"
"-1,954";"21,397";"12,799";"-0,489";"-0,195";"0,098";"27,113";"33,219";"33,219";"32,242";"";"31,265";"36,150";"31,265";"32,731";"34,196"
"-1,954";"21,104";"12,018";"-0,733";"-0,098";"-0,098";"27,162";"32,731";"33,219";"31,754";"";"31,754";"36,639";"30,777";"32,731";"32,242"
"-1,954";"20,664";"12,213";"-0,733";"-0,098";"0,000";"27,113";"33,219";"33,708";"31,265";"";"31,265";"36,639";"31,754";"33,219";"32,242"
"-1,954";"20,371";"12,604";"-0,733";"-0,195";"0,000";"27,162";"33,219";"33,708";"32,242";"";"31,265";"36,150";"31,265";"32,731";"32,242"
"-1,954";"20,225";"12,408";"-0,733";"-0,195";"0,000";"27,162";"32,731";"33,219";"31,754";"";"32,242";"36,150";"31,265";"32,731";"32,242"
"-1,954";"19,932";"12,311";"-0,733";"-0,098";"0,000";"27,162";"33,219";"33,219";"32,242";"";"31,265";"37,128";"31,754";"30,777";"32,242"
"-1,954";"19,785";"12,311";"-0,733";"-0,195";"0,000";"27,162";"33,219";"33,708";"32,242";"";"31,265";"36,639";"31,754";"32,731";"32,242"
"-1,954";"19,638";"8,793";"-0,733";"-0,098";"-0,098";"27,162";"32,731";"33,708";"31,754";"";"31,265";"36,639";"31,265";"31,754";"32,242"
"-1,954";"19,052";"3,713";"-0,733";"-0,098";"0,000";"27,113";"32,731";"33,219";"31,754";"";"31,265";"37,128";"31,265";"32,731";"32,242"
"-1,954";"19,052";"0,782";"-0,733";"-0,195";"0,000";"27,162";"33,219";"33,708";"31,754";"";"31,265";"36,639";"31,754";"32,731";"32,242"
"-1,954";"18,906";"-1,954";"-0,733";"-0,098";"0,000";"27,162";"32,731";"33,708";"31,754";"";"31,265";"36,150";"31,754";"32,731";"32,242"
"-1,954";"19,052";"0,000";"-0,733";"-0,195";"-0,098";"27,162";"33,219";"33,219";"31,754";"";"30,777";"36,639";"31,265";"32,242";"31,265"
"-1,954";"19,345";"-2,247";"-0,733";"-0,098";"-0,098";"27,162";"33,219";"33,708";"31,754";"";"31,265";"36,639";"30,288";"32,731";"31,754"
"-1,954";"19,638";"-3,420";"-0,733";"-0,195";"0,000";"27,162";"32,731";"33,708";"32,242";"";"31,265";"36,639";"31,754";"33,219";"31,754"
"-1,954";"19,785";"-1,954";"-0,733";"-0,195";"0,000";"27,162";"32,731";"33,708";"32,242";"";"31,265";"36,639";"31,265";"32,731";"32,242"
"-1,954";"20,078";"-1,466";"-0,733";"-0,098";"0,000";"27,162";"33,219";"33,219";"31,754";"";"31,754";"36,639";"31,265";"32,731";"32,242"
"-1,954";"20,225";"-0,879";"-0,733";"-0,098";"0,000";"27,211";"33,219";"32,731";"31,754";"";"31,265";"36,639";"31,754";"32,731";"31,754"
"-1,954";"20,518";"-0,293";"-0,733";"-0,098";"0,000";"27,211";"33,219";"33,708";"32,242";"";"31,265";"37,128";"31,754";"33,219";"32,242"
"-1,954";"20,664";"0,782";"-0,733";"-0,098";"0,000";"27,211";"32,731";"33,708";"31,754";"";"30,777";"36,639";"31,754";"32,242";"32,242"
"-1,954";"20,957";"0,489";"-0,733";"-0,195";"0,000";"27,211";"33,219";"33,219";"31,265";"";"31,754";"36,150";"31,754";"32,731";"32,242"
"-1,954";"21,104";"-0,195";"-0,733";"-0,098";"0,000";"27,211";"33,219";"33,708";"30,288";"";"31,754";"37,128";"31,754";"32,731";"31,754"
"-1,954";"21,104";"-0,391";"-0,733";"-0,195";"0,000";"27,259";"33,708";"33,708";"31,754";"";"31,265";"36,639";"31,754";"32,731";"32,731"
"-1,954";"20,957";"-1,661";"-0,733";"-0,098";"0,000";"27,259";"33,219";"33,708";"31,754";"";"31,265";"36,639";"31,754";"32,731";"33,219"
"-1,954";"20,811";"-3,029";"-0,733";"-0,195";"-0,098";"27,259";"32,731";"33,708";"31,754";"";"31,265";"37,128";"30,288";"32,731";"31,754"
"-1,954";"21,397";"-3,127";"-0,733";"-0,098";"-0,098";"27,259";"33,219";"33,708";"32,242";"";"31,265";"37,128";"32,242";"32,731";"32,242"
"-1,954";"21,690";"-4,299";"-0,733";"-0,098";"-0,098";"27,259";"32,731";"34,196";"32,242";"";"31,265";"37,128";"31,754";"33,219";"32,242"
"-1,954";"21,397";"-6,742";"-0,733";"-0,098";"-0,098";"27,259";"32,731";"33,219";"31,754";"";"31,754";"36,639";"31,754";"32,731";"31,754"
"-1,954";"21,983";"-7,816";"-0,733";"-0,098";"0,000";"27,259";"33,708";"33,708";"31,754";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"22,863";"-8,012";"-0,733";"-0,195";"-0,098";"27,259";"33,219";"33,708";"32,242";"";"31,265";"37,128";"32,242";"32,731";"32,242"
"-1,954";"22,863";"-7,523";"-0,733";"-0,195";"-0,098";"27,259";"32,731";"33,219";"32,242";"";"31,265";"37,128";"31,754";"32,242";"32,242"
"-1,954";"22,863";"-7,621";"-0,733";"-0,098";"-0,098";"27,259";"32,731";"33,219";"31,754";"";"31,265";"35,173";"32,242";"32,731";"32,242"
"-1,954";"22,863";"-7,621";"-0,733";"-0,195";"0,000";"27,259";"33,219";"33,708";"31,754";"";"31,754";"37,128";"32,242";"33,219";"31,754"
"-1,954";"22,716";"-7,816";"-0,733";"-0,195";"-0,098";"27,259";"33,219";"33,708";"32,242";"";"31,265";"36,639";"32,242";"32,731";"32,242"
"-1,954";"23,156";"-7,426";"-0,733";"-0,098";"-0,098";"27,259";"33,219";"34,196";"31,754";"";"31,265";"37,128";"32,242";"32,731";"33,708"
"-1,954";"23,742";"-7,621";"-0,733";"-0,195";"0,000";"27,259";"33,219";"33,219";"31,265";"";"31,265";"37,128";"30,777";"32,242";"31,754"
"-1,954";"24,182";"-6,937";"-0,733";"-0,195";"0,000";"27,259";"33,219";"33,708";"32,731";"";"31,754";"37,128";"32,242";"32,731";"32,731"
"-1,954";"24,182";"-6,644";"-0,733";"-0,098";"-0,098";"27,259";"32,731";"33,219";"32,242";"";"31,265";"37,128";"31,754";"32,731";"32,242"
"-1,954";"24,182";"-6,546";"-0,733";"-0,195";"-0,098";"27,259";"32,731";"33,219";"32,242";"";"31,754";"37,128";"31,754";"32,731";"31,754"
"-1,954";"24,621";"-5,374";"-0,733";"-0,098";"-0,098";"27,259";"33,219";"34,196";"31,754";"";"31,265";"37,616";"32,731";"31,754";"31,754"
"-1,954";"24,915";"-5,569";"-0,733";"-0,098";"0,000";"27,259";"33,708";"33,708";"32,242";"";"31,265";"37,128";"32,242";"32,731";"32,242"
"-1,954";"25,061";"-5,667";"-0,733";"-0,195";"0,000";"27,259";"32,731";"33,219";"31,754";"";"31,265";"37,128";"31,754";"32,731";"32,242"
"-1,954";"25,501";"-6,351";"-0,733";"-0,098";"-0,098";"27,259";"33,708";"33,219";"31,754";"";"31,754";"37,616";"32,242";"32,731";"31,754"
"-1,954";"25,940";"-6,058";"-0,733";"-0,098";"-0,098";"27,259";"33,219";"34,196";"32,242";"";"31,265";"37,616";"32,731";"32,731";"32,242"
"-1,954";"26,087";"-5,081";"-0,733";"-0,195";"0,000";"27,259";"32,731";"32,731";"32,242";"";"31,265";"36,639";"32,242";"32,731";"32,242"
"-1,954";"26,087";"-4,885";"-0,733";"-0,195";"0,000";"27,259";"32,731";"33,219";"31,754";"";"31,265";"37,128";"32,242";"32,731";"31,754"
"-1,954";"26,380";"-6,253";"-0,733";"-0,195";"-0,098";"27,259";"33,219";"33,219";"31,754";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"26,966";"-5,862";"-0,733";"-0,098";"0,000";"27,259";"33,219";"34,196";"32,242";"";"32,731";"37,616";"32,731";"33,219";"32,242"
"-1,954";"27,406";"-4,983";"-0,733";"-0,195";"-0,098";"27,259";"32,731";"33,219";"32,242";"";"31,265";"37,128";"32,242";"32,731";"32,242"
"-1,954";"27,259";"-4,299";"-0,733";"-0,098";"-0,098";"27,211";"32,731";"33,708";"31,754";"";"31,754";"37,128";"32,731";"32,731";"31,754"
"-1,954";"27,259";"-3,810";"-0,733";"-0,195";"-0,098";"27,211";"33,219";"34,196";"31,754";"";"31,265";"37,128";"32,731";"33,219";"31,754"
"-1,954";"27,406";"-4,299";"-0,733";"-0,195";"0,000";"27,211";"33,219";"33,708";"32,242";"";"31,265";"40,059";"32,731";"32,731";"32,242"
"-1,954";"27,846";"-5,374";"-0,733";"-0,098";"-0,098";"27,259";"32,731";"33,219";"31,754";"";"31,265";"37,128";"32,242";"32,242";"32,242"
"-1,954";"28,139";"-5,081";"-0,733";"-0,098";"0,000";"27,211";"33,219";"33,708";"31,754";"";"31,754";"37,616";"32,242";"33,219";"31,754"
"-1,954";"28,139";"-4,201";"-0,733";"-0,195";"-0,098";"27,211";"33,219";"33,708";"32,242";"";"31,265";"37,616";"32,731";"32,731";"31,754"
"-1,954";"28,285";"-3,420";"-0,733";"-0,195";"0,000";"27,211";"32,731";"34,196";"32,242";"";"31,265";"37,128";"34,685";"32,731";"32,242"
"-1,954";"28,432";"-3,615";"-0,733";"-0,098";"-0,098";"27,211";"32,731";"33,219";"31,754";"";"31,265";"37,128";"32,731";"32,731";"31,754"
"-1,954";"28,725";"-3,517";"-0,733";"-0,195";"0,000";"27,211";"33,219";"34,196";"31,754";"";"31,754";"37,616";"32,731";"32,731";"31,754"
"-1,954";"28,725";"-2,833";"-0,733";"-0,195";"0,000";"27,211";"33,219";"33,708";"32,242";"";"31,265";"37,128";"32,731";"33,219";"32,242"
"-1,954";"28,872";"-3,029";"-0,733";"-0,195";"0,000";"27,211";"32,731";"33,219";"32,242";"";"31,265";"37,128";"32,242";"36,639";"32,242"
"-1,954";"29,018";"-3,615";"-0,733";"-0,195";"0,000";"27,162";"32,731";"33,708";"31,754";"";"31,754";"36,150";"32,242";"32,731";"31,754"
"-1,954";"29,311";"-3,517";"-0,977";"-0,195";"-0,098";"27,211";"33,219";"34,196";"32,242";"";"31,754";"37,616";"32,731";"32,731";"31,754"
"-1,954";"29,604";"-2,247";"-0,977";"-0,195";"0,000";"27,162";"32,731";"34,196";"32,242";"";"31,754";"37,128";"33,219";"33,219";"32,242"
"-1,954";"29,897";"-0,098";"-0,733";"-0,098";"-0,098";"27,162";"32,731";"33,708";"31,754";"";"31,265";"37,128";"32,731";"32,242";"35,173"
"-1,954";"29,751";"0,684";"-0,733";"-0,098";"-0,098";"27,162";"33,219";"33,708";"31,754";"";"31,754";"37,616";"31,754";"32,731";"32,242"
"-1,954";"29,751";"0,879";"-0,733";"-0,098";"-0,098";"27,162";"33,219";"34,196";"32,242";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"29,751";"-0,293";"-0,733";"-0,098";"-0,098";"27,162";"32,731";"32,731";"32,242";"";"31,265";"37,128";"32,731";"32,731";"31,754"
"-1,954";"29,897";"-0,684";"-0,489";"-0,195";"-0,098";"27,162";"32,731";"33,219";"31,754";"";"31,754";"37,128";"32,731";"32,731";"31,754"
"-1,954";"29,897";"0,586";"-0,733";"-0,195";"-0,098";"27,162";"33,219";"33,708";"31,754";"";"31,754";"37,616";"32,731";"32,731";"31,754"
"-1,954";"30,044";"2,736";"-0,733";"-0,195";"0,000";"27,162";"33,708";"33,708";"31,754";"";"31,265";"37,128";"32,731";"33,219";"32,242"
"-1,954";"30,191";"1,954";"-0,733";"-0,195";"-0,098";"27,162";"33,219";"33,219";"31,265";"";"31,265";"37,128";"32,731";"31,754";"32,242"
"-1,954";"30,191";"5,667";"-0,733";"-0,195";"0,000";"27,162";"33,219";"33,219";"31,754";"";"31,265";"36,150";"32,242";"32,242";"31,754"
"-1,954";"30,044";"11,724";"-0,733";"-0,195";"-0,098";"27,162";"33,219";"33,708";"32,242";"";"31,265";"37,616";"33,219";"32,731";"32,242"
"-1,954";"29,897";"10,357";"-0,733";"-0,195";"-0,098";"27,162";"32,731";"33,708";"32,242";"";"31,265";"37,128";"33,219";"32,731";"32,242"
"-1,954";"29,897";"5,765";"-0,733";"-0,195";"-0,098";"27,162";"32,731";"33,708";"31,754";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"29,458";"4,885";"-0,733";"-0,098";"-0,098";"27,162";"33,219";"33,708";"31,265";"";"31,754";"38,105";"32,731";"32,731";"31,754"
"-1,954";"29,165";"8,500";"-0,733";"-0,195";"0,000";"27,113";"33,219";"33,708";"32,242";"";"31,265";"37,616";"32,731";"32,731";"32,731"
"-1,954";"29,165";"6,839";"-0,733";"-0,195";"0,000";"27,113";"32,731";"33,219";"32,731";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"29,165";"6,546";"-0,733";"-0,195";"0,000";"27,113";"32,731";"33,219";"31,754";"";"30,777";"37,128";"32,242";"32,731";"31,754"
"-1,954";"29,018";"9,380";"-0,733";"-0,195";"0,000";"27,064";"33,219";"33,219";"31,754";"";"31,265";"37,616";"32,731";"32,242";"31,754"
"-1,954";"28,725";"10,552";"-0,733";"-0,195";"0,000";"27,064";"33,708";"33,219";"32,242";"";"30,777";"37,616";"32,731";"32,731";"32,242"
"-1,954";"28,285";"9,184";"-0,733";"-0,195";"-0,098";"27,064";"32,731";"33,219";"31,265";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"27,992";"9,477";"-0,733";"-0,195";"-0,098";"27,064";"33,219";"33,219";"31,754";"";"31,754";"37,128";"32,731";"32,731";"32,242"
"-1,954";"27,699";"10,747";"-0,733";"-0,195";"0,000";"27,015";"33,219";"33,708";"32,242";"";"31,754";"37,616";"33,219";"32,242";"31,754"
"-1,954";"27,406";"8,793";"-0,733";"-0,195";"-0,098";"27,015";"32,731";"33,708";"32,242";"";"31,265";"37,128";"33,219";"32,731";"32,242"
"-1,954";"27,259";"6,546";"-0,733";"-0,098";"0,000";"26,966";"32,731";"33,708";"31,754";"";"31,265";"37,128";"32,731";"32,242";"32,242"
"-1,954";"27,406";"4,885";"-0,733";"-0,195";"0,000";"26,966";"33,219";"33,708";"31,754";"";"31,265";"37,616";"32,731";"32,731";"31,754"
"-1,954";"27,553";"1,563";"-0,733";"-0,195";"-0,098";"26,966";"33,219";"33,708";"32,731";"";"31,754";"37,616";"32,731";"32,731";"31,754"
"-1,954";"26,966";"0,782";"-0,733";"-0,195";"-0,098";"26,917";"32,731";"33,219";"32,731";"";"31,265";"36,639";"33,219";"32,731";"31,754"
"-1,954";"26,966";"1,954";"-0,733";"-0,195";"-0,098";"26,917";"32,731";"33,219";"31,754";"";"31,265";"37,616";"32,731";"32,242";"34,685"
"-1,954";"27,259";"0,879";"-0,733";"-0,195";"-0,098";"26,869";"33,219";"34,196";"32,242";"";"31,265";"37,616";"32,731";"32,731";"31,754"
"-1,954";"26,966";"-2,149";"-0,733";"-0,195";"0,000";"26,869";"32,731";"33,708";"32,242";"";"31,754";"38,105";"33,219";"32,731";"32,731"
"-1,954";"26,527";"-1,954";"-0,733";"-0,195";"0,000";"26,869";"32,731";"33,708";"31,754";"";"31,265";"37,128";"32,242";"32,731";"32,242"
"-1,954";"26,673";"-0,195";"-0,733";"-0,195";"-0,098";"26,820";"32,731";"33,219";"31,754";"";"29,800";"37,128";"32,731";"32,242";"31,754"
"-1,954";"26,820";"1,270";"-0,733";"-0,195";"-0,098";"26,820";"32,731";"33,708";"32,242";"";"31,265";"37,616";"33,219";"32,242";"31,754"
"-1,954";"26,966";"2,345";"-0,733";"-0,195";"0,000";"26,771";"32,731";"33,219";"32,242";"";"31,754";"37,128";"32,731";"32,731";"32,242"
"-1,954";"26,966";"7,328";"-0,733";"-0,195";"-0,098";"26,771";"32,731";"33,219";"31,754";"";"31,265";"37,128";"32,731";"32,731";"32,242"
"-1,954";"27,406";"10,845";"-0,733";"-0,195";"-0,098";"26,722";"33,219";"33,708";"31,754";"";"31,754";"37,128";"32,731";"32,731";"31,754"
"-1,954";"26,966";"9,380";"-0,733";"-0,195";"-0,098";"26,722";"32,731";"33,708";"32,242";"";"31,754";"37,616";"33,219";"32,731";"31,754"
"-1,954";"27,113";"8,109";"-0,733";"-0,195";"0,000";"26,722";"33,219";"33,219";"32,242";"";"31,265";"39,082";"33,219";"33,219";"32,242"
"-1,954";"26,234";"9,673";"-0,733";"-0,195";"-0,098";"26,673";"32,731";"33,219";"31,754";"";"31,265";"37,128";"33,219";"31,754";"32,242"
"-1,954";"25,061";"9,673";"-0,733";"-0,195";"-0,098";"26,673";"33,219";"33,708";"32,242";"";"31,754";"38,105";"32,731";"32,731";"31,754"
"-1,954";"24,328";"8,696";"-0,733";"-0,195";"-0,098";"26,624";"32,731";"33,708";"32,242";"";"31,754";"37,616";"33,219";"32,731";"30,288"
